"계약년월","번호","유형","시군구명","지번","도로명","대지면적","전용면적","거래금액","건축물대장_PK","건물_도로명_주소","건물_대지_주소","건물_주용도","건물_기타용도","건물_대지면적","건물_연면적","번지매핑건수","도로매핑건수","용도매핑건수","면적매핑건수","매매별일련번호"
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891119215",경기도 성남시 분당구 판교로 627 (야탑동),경기도 성남시 분당구 야탑동 163번지,공동주택,노인정.관리실,13091.45,92.5,290,97,69,69,29
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891119216",경기도 성남시 분당구 판교로 627 (야탑동),경기도 성남시 분당구 야탑동 163번지,제2종근린생활시설,경비실,13091.45,10.14,290,97,69,69,30
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120234",경기도 성남시 분당구 판교로 700 (야탑동),경기도 성남시 분당구 야탑동 151번지,공장,아파트형공장,17883.645,39257.94,290,97,69,69,31
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120235",경기도 성남시 분당구 판교로 700 (야탑동),경기도 성남시 분당구 야탑동 151번지,제1종근린생활시설,"업무시설, 근린생활시설",3305.93,4845.93,290,97,69,69,32
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120236",경기도 성남시 분당구 판교로 700 (야탑동),경기도 성남시 분당구 야탑동 151번지,공장,아파트형공장,16794.153,37457.19,290,97,69,69,33
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120237",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,연립주택,4979.0,1204.92,290,97,69,69,34
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120238",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,연립주택,4979.0,1083.84,290,97,69,69,35
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120239",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,연립주택,4979.0,481.38,290,97,69,69,36
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120240",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,연립주택,4979.0,1333.84,290,97,69,69,37
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120241",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,연립주택,4979.0,1940.9,290,97,69,69,38
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120242",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,제2종근린생활시설,생활시설.구매시설,4979.0,321.294,290,97,69,69,39
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120243",경기도 성남시 분당구 판교로 645 (야탑동),경기도 성남시 분당구 야탑동 162번지,공동주택,공동주택(아파트),13759.3,6842.05,290,97,69,69,40
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120244",경기도 성남시 분당구 판교로 645 (야탑동),경기도 성남시 분당구 야탑동 162번지,공동주택,생활편익시설,13759.3,330.0,290,97,69,69,41
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120245",경기도 성남시 분당구 판교로 645 (야탑동),경기도 성남시 분당구 야탑동 162번지,공동주택,공동주택(아파트),13759.3,7515.52,290,97,69,69,42
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120246",경기도 성남시 분당구 판교로 645 (야탑동),경기도 성남시 분당구 야탑동 162번지,공동주택,공동주택(아파트),13759.3,4802.4,290,97,69,69,43
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120247",경기도 성남시 분당구 판교로 645 (야탑동),경기도 성남시 분당구 야탑동 162번지,공동주택,공동주택(아파트),13759.3,4802.4,290,97,69,69,44
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120842",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,경비실,4979.0,7.2,290,97,69,69,45
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120843",경기도 성남시 분당구 판교로 654 (야탑동),경기도 성남시 분당구 야탑동 158번지,공동주택,주차장.기계실,4979.0,1239.85,290,97,69,69,46
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120848",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,공동주택(아파트),0.0,6653.76,290,97,69,69,47
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120849",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,공동주택(아파트),0.0,4052.0,290,97,69,69,48
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120850",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,공동주택(아파트),0.0,2313.88,290,97,69,69,49
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120851",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,공동주택(아파트),0.0,4052.0,290,97,69,69,50
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120852",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,공동주택(아파트),0.0,4052.0,290,97,69,69,51
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120853",경기도 성남시 분당구 판교로743번길 7 (야탑동),경기도 성남시 분당구 야탑동 147번지,공동주택,생활편익시설,0.0,301.885,290,97,69,69,52
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120856",경기도 성남시 분당구 판교로 669 (야탑동),경기도 성남시 분당구 야탑동 156번지,공동주택,생활편익시설,14643.0,321.66,290,97,69,69,53
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891120859",경기도 성남시 분당구 판교로 627 (야탑동),경기도 성남시 분당구 야탑동 163번지,제1종근린생활시설,상가,340.25,144.72,290,97,69,69,54
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891121924",경기도 성남시 분당구 판교로715번길 3 (야탑동),경기도 성남시 분당구 야탑동 149-9번지,제1종근린생활시설,제1종근린생활시설,351.6,1386.4,290,97,69,69,55
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891122355",경기도 성남시 분당구 판교로 747 (야탑동),경기도 성남시 분당구 야탑동 192-2번지,자동차관련시설,자동차관련시설,1619.0,464.53,290,97,69,69,56
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891122825",경기도 성남시 분당구 판교로711번길 4 (야탑동),경기도 성남시 분당구 야탑동 149-8번지,제2종근린생활시설,제2종근린생활시설(및 자동차관련시설),357.2,197.35,290,97,69,69,57
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891123181",경기도 성남시 분당구 판교로 697 (야탑동),경기도 성남시 분당구 야탑동 150번지,공장,아파트형공장,17398.7,36676.55,290,97,69,69,58
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891123556",경기도 성남시 분당구 판교로711번길 10 (야탑동),경기도 성남시 분당구 야탑동 149-4번지,제2종근린생활시설,"제1종근린생활시설, 제2종근린생활시설",371.1,936.08,290,97,69,69,59
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891123813",경기도 성남시 분당구 판교로711번길 14 (야탑동),경기도 성남시 분당구 야탑동 149-1번지,제2종근린생활시설,제2종근린생활시설 외1용도,715.6,333.77,290,97,69,69,60
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891123863",경기도 성남시 분당구 판교로 749 (야탑동),경기도 성남시 분당구 야탑동 192-3번지,자동차관련시설,자동차관련시설,1137.1,726.04,290,97,69,69,61
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891123968",경기도 성남시 분당구 판교로 744 (야탑동),경기도 성남시 분당구 야탑동 145번지,공동주택,아파트형공장,17746.8,37448.54,290,97,69,69,62
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891124780",경기도 성남시 분당구 판교로 679 (야탑동),경기도 성남시 분당구 야탑동 154번지,제2종근린생활시설,근린공공시설,712.6,156.6,290,97,69,69,63
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891125570",경기도 성남시 분당구 판교로715번길 5 (야탑동),경기도 성남시 분당구 야탑동 149-7번지,자동차관련시설,"자동차관련시설, 제2종근린생활시설",369.7,507.5,290,97,69,69,64
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891125884",경기도 성남시 분당구 판교로 697 (야탑동),경기도 성남시 분당구 야탑동 150번지,제2종근린생활시설,경비실,17323.0,7.83,290,97,69,69,65
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891125901",경기도 성남시 분당구 판교로 715 (야탑동),경기도 성남시 분당구 야탑동 149-10번지,제1종근린생활시설,"제1종근린생활시설, 업무시설, 제2종근린생활시설",636.6,2618.67,290,97,69,69,66
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891126266",경기도 성남시 분당구 판교로743번길 6 (야탑동),경기도 성남시 분당구 야탑동 192-1번지,자동차관련시설,자동차관련시설,694.0,235.8,290,97,69,69,67
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891126420",경기도 성남시 분당구 판교로715번길 9 (야탑동),경기도 성남시 분당구 야탑동 149-5번지,제2종근린생활시설,제2종근린생활시설,368.7,133.0,290,97,69,69,68
"201501",1077,집합,경기도 성남시 분당구 야탑동,"1**",판교로,316.5100,150.3100,31190.0000,"10891126641",경기도 성남시 분당구 판교로 685 (야탑동),경기도 성남시 분당구 야탑동 152번지,노유자시설,노유자시설(어린이집),3343.1,124.2,290,97,69,69,69
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100178218",경기도 성남시 분당구 판교로 642 (야탑동),경기도 성남시 분당구 야탑동 160번지,종교시설,종교시설,1759.0,831.65,290,97,69,69,1
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100180651",경기도 성남시 분당구 판교로 751 (야탑동),경기도 성남시 분당구 야탑동 193번지,위험물저장및처리시설,"위험물저장및처리시설,제2종근린생활시설",1150.2,1164.27,290,97,69,69,2
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100226722",경기도 성남시 분당구 판교로 751 (야탑동),경기도 성남시 분당구 야탑동 193번지,위험물저장및처리시설,위험물저장및처리시설(세차장),0.0,80.95,290,97,69,69,3
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100285479",경기도 성남시 분당구 판교로 607 (야탑동),경기도 성남시 분당구 야탑동 165번지,공동주택,공동주택(아파트),0.0,6197.57,290,97,69,69,4
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100285610",경기도 성남시 분당구 판교로 607 (야탑동),경기도 성남시 분당구 야탑동 165번지,제2종근린생활시설,근린생활시설,0.0,477.78,290,97,69,69,5
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100285623",경기도 성남시 분당구 판교로 607 (야탑동),경기도 성남시 분당구 야탑동 165번지,공동주택,"관리사무소,MDF실,방재실,창고,경로당,어린이집,물리치료실,미용실,상담실,자원봉사자실,세탁실,재활치료실,케어존전실,사무실,커뮤니티존,프로그램실,휴게데크,창고(음향설비)",0.0,1748.29,290,97,69,69,6
"201501",1078,집합,경기도 성남시 분당구 야탑동,"1**",판교로,92.2600,150.3000,30935.0000,"10891100285624",경기도 성남시 분당구 판교로 607 (야탑동),경기도 성남시 분당구 야탑동 165번지,공동주택,"전기실,발전기실,펌프실,열교환실,주민공동시설,경로식당,아동가족상담센터,제빵교실,물리치료실,프로그램실,주민공동시설,사회복지관사무실,어린이도서관,강당,창고,지역아동센터,장난감도서관",0.0,2455.25,290,97,69,69,7
